baselineId	groupId	unitNo	sequenceNo	section	title	pageStart	pageEnd	extractionMode	pdfMd5	risk	status	disposition	reviewer	reviewedAt	correctionCount	evidence	notes
pepj9-010	pepj9	3	10	Section A	Could you please tell me where the restrooms are? UNIT 3	33	33	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-010	逐行核对第33页；恢复印刷标题及四个连续对话场景，排除3a理解题、Unit页眉和3b改写任务。
pepj9-011	pepj9	3	11	Section A	2a W here do you need to make polite requests? Th ink of some possible	36	36	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-011	逐行核对第36页；恢复印刷标题和四段完整说明文，纠正Section B并排除活动指令、语言策略框及漫画气泡。
pepj9-012	pepj9	3	12	Section A	3b Write a polite lett er to the school In your lett er, you should:	38	38	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-012	逐页核对第38页；仅有礼貌信写作要求、提示句及Self Check填空/问答骨架，无完成范文或连贯语篇。
pepj9-013	pepj9	4	13	Section A	friendly outgoing serious	40	40	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-013	逐行核对第40页；仅保留2d完整聚会对话，排除2a词表、2b未完成表格、2c示例及活动指令。
pepj9-014	pepj9	4	14	Section A	3a Read the article and identif y how Candy 's life has changed	41	41	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-014	逐行核对第41页；恢复印刷标题和三段完整采访稿及引语，排除3a分类题和3b/3c练习。
pepj9-015	pepj9	4	15	Section A	2a Li Wen is a 15-year-old boy from the countr yside. His parents are	44	44	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-015	逐行核对第44至45页；按唯一上下文顺序C-D-A-B补回印刷插句，恢复四段完整文章并纠正Section B，排除策略框和后续练习。
pepj9-016	pepj9	5	16	Section A	3a Read the passage. What two things did K ang Jian want to buy in	49	49	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-016	逐行核对第49页；恢复准确印刷标题、两段完整正文及全部引语，排除3a问题和3b/3c练习。
pepj9-017	pepj9	5	17	Section A	MOVING FROM GENERAL TO SPECIFIC	52	52	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-017	逐行核对第52页；恢复标题、总述及三段传统艺术说明，纠正Section B并排除活动指令、策略框和空表。
pepj9-018	pepj9	6	18	Section A	ice-cream hot	56	56	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-018	逐行核对第56页；仅保留2d关于拉链发明的完整对话，排除2a图片、2b未完成表格、2c示例和指令。
pepj9-019	pepj9	6	19	Section A	Th e telephone (invent) by Alexander Graham Bell. He	58	58	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-019	逐页核对第58页；仅有Grammar Focus、被动语态改写、动词填空及未完成电话发明短文，无完整语篇。
pepj9-020	pepj9	6	20	Section A	2a Do you like basketball? Do you watch basketball games? How much do	60	60	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-020	逐行核对第60页；恢复标题和关于篮球历史、发明及普及的三段完整正文，纠正Section B并排除活动指令和思维导图策略框。
pepj9-021	pepj9	6	21	Section A	3b Imagine you are a business person. Write a description of your new	62	62	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-021	逐页核对第62页；仅有发明写作提示/片段、未完成Self Check短文、被动语态改写和空信息表，无完整范文。
pepj9-022	pepj9	7	22	Section A	Teenagers should be allowed to choose their own clothes. UNIT 7	65	65	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-022	逐行核对第65页；恢复印刷标题和按版面分节的完整诗歌，排除3a指令和3b/3c练习。
pepj9-023	pepj9	7	23	Section A	I don't think sixteen-year-olds should be	66	66	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-023	逐页核对第66页；仅有Grammar Focus、改写练习、未完成独立生活填空及两句规则示例，无完整语篇或持续对话。
pepj9-024	pepj9	7	24	Section A	2a Discuss the questions Are you allowed to make your own decisions	68	68	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-024	逐行核对第68页；恢复标题及包含刘宇和父母双方引语的五段完整议论文，纠正Section B并排除活动指令和学习策略框。
pepj9-025	pepj9	8	25	Section A	2a Bob and Anna found a /T_h ings in the schoolbag	72	72	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-025	逐行核对第72页；仅保留2d寻找书包的完整对话，排除2a物品表、2b填空、2c示例及活动指令。
pepj9-026	pepj9	8	26	Section A	It must belong to Carla. UNIT 8	73	73	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-026	逐行核对第73页；恢复三段完整文章并采用匹配正文的印刷选项B为标题，排除标题选择框及3b/3c练习。
pepj9-027	pepj9	9	27	Section A	kinds of music. T F	80	80	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-027	逐行核对第80页；仅保留2d关于音乐和电影偏好的完整对话，排除2a判断、2b填空、2c示例和活动指令。
pepj9-028	pepj9	9	28	Section A	I like music that I can dance to. UNIT 9	81	81	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-028	逐行核对第81页；恢复印刷标题和四段完整电影偏好文章，排除3a标记指令及3b/3c练习。
pepj9-029	pepj9	9	29	Section A	2a How many Chinese musical instr uments do you know about? Do you	84	84	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-029	逐行核对第84页；恢复标题和《二泉映月》、阿炳生平及影响的三段完整正文，纠正Section B并排除活动指令和策略框。
pepj9-030	pepj9	10	30	Section A	2a Maria is an exchange student. Last night she had dinner at an American	88	88	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-030	逐行核对第88页；仅保留2d关于日本和法国问候礼仪的完整对话，排除2a/2b听力任务、未完成2c示例及指令。
pepj9-031	pepj9	10	31	Section A	You're supposed to shake hands. UNIT 10	89	89	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-031	逐行核对第89页；按左右印刷顺序恢复哥伦比亚和瑞士两篇完整署名观点短文，补充描述性标题并排除3a问题及3b/3c练习。
pepj9-032	pepj9	10	32	Section A	2a W hat do you know about customs in foreign countries? W hat do you	92	92	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-032	逐行核对第92页；恢复称呼、三段正文、结束语和署名完整书信，纠正Section B并排除2a示例、2b问题及复习策略框。
pepj9-033	pepj9	10	33	Section A	You must be excited about coming to China soon. Let me give you some	94	94	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-033	逐页核对第94页；仅有未完成来华礼仪书信模板、Self Check填空及文化句型框，无完整范文或连贯语篇。
pepj9-034	pepj9	11	34	Section A	Nancy: Hey, Ber t. I think I've made Alice mad	96	96	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-034	逐行核对第96页；仅保留2d关于友谊问题与建议的完整对话，排除2a图片任务、2b填空、2c开头片段及指令。
pepj9-035	pepj9	11	35	Section A	4a Th ink of appropriate words for the blank s. Th en compare your choices	98	98	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-035	逐页核对第98页；仅有Grammar Focus、未完成日记填空、空调查表及三句示例，无完整日记或持续语篇。
pepj9-036	pepj9	11	36	Section A	RECOGNIZING IDIOMS AND PHRASES	100	100	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-036	逐行核对第100页；恢复印刷标题和直至结局的十一段完整叙述/对话，纠正Section B并排除活动指令及习语策略框。
pepj9-037	pepj9	12	37	Section A	2a Listen to Mar y continue her stor y. Number the pictures [1–4] in the	104	104	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-037	逐行核对第104页；仅保留2d完整迟到对话，排除2a图片排序、2b动词填空、开放式2c提示及指令。
pepj9-038	pepj9	12	38	Section A	Life is full of the unexpected. UNIT 12	105	105	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-038	逐行核对第105页；恢复准确标题和两段具有完整结局的事件叙述，排除3a问题及3b/3c练习。
pepj9-039	pepj9	12	39	Section A	2b Read the passage quickly. Th en match each paragraph with the main	108	108	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-039	逐行核对第108页；恢复四段完整愚人节骗局说明文，补充描述性标题、纠正Section B并排除活动任务和背景知识策略框。
pepj9-040	pepj9	12	40	Section A	My lucky/unlucky day	110	110	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-040	逐页核对第110页；仅有幸运/倒霉日句型、未完成Self Check短文及开放回答句干，无完整范文。
pepj9-041	pepj9	13	41	Section A	2a Listen to the inter v iew. Circle the kinds of pollution that Jason and	112	112	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-041	逐行核对第112页；仅保留2d提出污染解决办法的完整采访对话，排除2a选择、2b填空、未完成2c示例及指令。
pepj9-042	pepj9	13	42	Section A	Many have heard of shark fin soup. But do you	113	113	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-042	逐行核对第113页；恢复印刷标题、三段完整正文、数据及组织名称，排除3a指令/事实表和3b填空。
pepj9-043	pepj9	13	43	Section A	2a Look at the title and the pictures in 2b. Can you guess what the passage	116	116	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-043	逐行核对第116页；恢复标题、总述和三篇完整创作者介绍，纠正Section B并排除活动指令、前后缀策略框和空表。
pepj9-044	pepj9	14	44	Section A	Question Answer	120	120	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-044	逐行核对第120页；仅保留2d中Judy与Clara谈论最怀念老师的完整对话，排除事实勾选、问题匹配和未完成示例。
pepj9-045	pepj9	14	45	Section A	What happened in Grade 7 that was	122	122	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-045	逐行核对第122页；将4a六句按初一、初二、今年和升高中后的时间线恢复为完整回顾范文，排除语法问答表、排序横线和4b开放问题。
pepj9-046	pepj9	14	46	Section A	I remember meeting all of you in Grade 7. UNIT 14	123	123	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-046	逐页核对第123页；仅有未来计划填空、两句操练示例、听力勾选、九处缺词摘要和毕业演讲问题提纲，无完整语篇。
pepj9-047	pepj9	14	47	Section A	2a W hat is the most impor tant thing you have learned in junior high	124	124	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-047	逐行核对第124页；恢复从称呼到祝福语的完整毕业典礼演讲，纠正Section B，排除讨论题、阅读问题和文体识别策略框。
pepj9-048	pepj9	14	48	Section A	Self Check	126	126	text	c6e628c22e0c2f9cfe4547699a1c95a4	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pepj9-048	逐页核对第126页；3b是写作要求、Self Check 1是空表、Self Check 2是十处动词填空残文，无完整范文。
pephr1-001	pephr1	1	1	Reading and Thinking	Describe your first senior high school day	11	11	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-001	逐行核对第11页；恢复First Impressions四个时间节点的完整首日记录和正确栏序，修复自动抽取交叉/截断，排除情绪选择和绘图指令。
pephr1-002	pephr1	1	2	Reading and Thinking	7:00 a.m. senior high school, a little anx ious	12	12	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-002	逐页核对第12页；仅有上一课文理解题、未填时间表及六处缺词的Word Study短文，自动抽取吞掉空格后误判，故删除且不代填。
pephr1-003	pephr1	1	3	Reading and Thinking	Discovering Useful Structures	13	13	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-003	逐行核对第13页；保留第3题中Tim乘船学习的完整短文，排除句型表和零散分析句，并纠正为Discovering Useful Structures。
pephr1-004	pephr1	1	4	Reading for Writing	Write a student profile	15	15	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-004	逐行核对第15页；恢复Ann与Thando两份完整学生档案及姓名、年龄、学校、国家标识，排除教学标题和三道讨论题。
pephr1-005	pephr1	1	5	Reading and Thinking	Discovering Useful Structures	23	23	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-005	逐行核对第23页；保留Cheerleader Try-outs完整初稿，排除词组定义、零散分析句、问答练习和仅写到First的改写残片，并纠正栏目元数据。
pephr1-006	pephr1	1	6	Reading for Writing	Write a letter of advice	25	25	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-006	逐行核对第25页；恢复Susan Luo建议信的日期、称呼、两段正文、结尾和署名，排除结构标签、课前说明、讨论题和语言分析任务。
pephr1-007	pephr1	1	7	Reading for Writing	Assessing Your Progress	27	27	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-007	逐行核对第27页；按左右栏恢复关于失学儿童与珍惜教育机会的完整议论文，排除选择题、词组分析、追问和反思问题，并纠正栏目。
pephr1-008	pephr1	2	8	Reading and Thinking	Explore Peru	33	33	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-008	逐行核对第33页；仅保留完整的秘鲁地理与历史百科两段，旅行手册跨至下一页留给后一候选，排除视频题、文体指令和策略框。
pephr1-009	pephr1	2	9	Reading and Thinking	powerful in South America until the 1500s. There are two especially interesting things to	34	34	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-009	逐行核对第33至34页；恢复Travel Peru四条线路、总结和联系方式的完整跨页手册，排除首字母填空、未填表格和讨论题；基线定位保留第34页。
pephr1-010	pephr1	2	10	Reading and Thinking	Discovering Useful Structures	35	35	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-010	逐行核对第35页；保留Amy与Jeremy约周六去水上乐园的完整六轮对话，排除孤立例句、改写题、天气表和句型示例，并纠正栏目。
pephr1-011	pephr1	2	11	Reading for Writing	Write to a friend about a travel plan	37	37	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-split	Codex visual review	2026-07-22	2	content/pep-english/reviewed-corrections.json#pephr1-011	逐行核对第37页；一个基线候选实际含Richard西安旅行邮件和Terracotta Army宣传短文两篇独立完整文本，按一篇一课拆为两课，排除页级教学指令。
pephr1-012	pephr1	2	12	Reading for Writing	Assessing Your Progress	39	39	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-012	逐行核对第39页；保留Paul从丽江古城致电Meilin的完整七轮旅行计划对话，排除八处缺词明信片、角色扮演指令和反思句干，并纠正栏目。
pephr1-013	pephr1	3	13	Reading for Writing	Because people can buy water balloons filled with and	44	44	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-013	逐行核对第44页；保留Dave与Jack讨论健身频率、减重和动感单车的完整对话，排除缺词听力题、三则活动提示和语音指令，并纠正为Listening and Speaking。
pephr1-014	pephr1	3	14	Reading and Thinking	Make predictions	45	45	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-014	逐行核对第45页；恢复Living Legends印刷标题、导语、Lang Ping与Michael Jordan完整人物段落和投稿方式，排除预测问题及策略框。
pephr1-015	pephr1	3	15	Reading for Writing	Write a page in a wellness book	49	49	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-015	逐行核对第49页；恢复Going Positive三段完整健康反思，排除课前说明、理解题、未填提纲和语言分析要求。
pephr1-016	pephr1	3	16	Reading for Writing	Assessing Your Progress	51	51	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-016	逐页核对第51页；上半短文有八处词表填空、下半对话有六处附加问句/回答空白，反思区仅问题，无完整语篇且不代填。
pephr1-017	pephr1	3	17	Reading for Writing	Name Question 1 Question 2 Question 3 Question 4 Question 5	52	52	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-017	逐页核对第52页；体育调查问题和表格均待填写，示例报告明确在“Our second question was ...”处截断，不是完整范文。
pephr1-018	pephr1	4	18	Reading and Thinking	Describe a natural disaster	57	57	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-018	逐行核对第57页并用文本层辅助防止抄录误差；恢复The Night the Earth Didn't Sleep五段完整正文，排除讨论和预测指令。
pephr1-019	pephr1	4	19	Reading and Thinking	Discovering Useful Structures	59	59	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-019	逐页核对第59页；仅有限制性定语从句讲解、孤立例句、七处填空和两句图片问答示例，无完整语篇。
pephr1-020	pephr1	4	20	Reading for Writing	Write a summary	61	61	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-020	逐行核对第61页并按左中右恢复三栏新闻顺序；保留标题、作者、日期及完整报道，排除写作指令和理解题。
pephr1-021	pephr1	4	21	Reading for Writing	Assessing Your Progress	63	63	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-021	逐页核对第63页；汶川地震短文有八处关系代词空白，上方为词语选择、底部为反思问题，无完整原文且不代填。
pephr1-022	pephr1	5	22	Reading for Writing	schedule hostile either address	68	68	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-022	逐行核对第68页；保留学习法语原因的完整五轮示例对话，排除三则独立气泡、语音指令和两端明确省略的Richard Lederer残段，并纠正栏目。
pephr1-023	pephr1	5	23	Reading and Thinking	that describe a time. Then write down what Scanning is looking at the	70	70	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-023	逐页核对第70页；仅有上一篇课文的扫描/理解题、六处缺词书法短文和词义练习，本页无完整独立语篇且不代填。
pephr1-024	pephr1	5	24	Reading and Thinking	Discovering Useful Structures	71	71	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-024	逐页核对第71页；核心德语学习短文有五处关系词空白，其余是语法例句、空表和开放问答句干，无完整原文且不代填。
pephr1-025	pephr1	5	25	Reading and Thinking	Listening and Talking	72	72	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-025	逐行核对第72页；保留Martin与Zhou Wei围绕pants英美含义误会及解决的完整九轮对话，排除听力题、词语配对和澄清句型框；末句省略号为语气收尾。
pephr1-026	pephr1	5	26	Reading for Writing	Write a blog about English study	73	73	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-026	逐行核对第73页；按显示顺序恢复Wang Le提问及Liu Wen、Jia Xin、Li Rui三篇完整回复，排除页级写作与填表指令。
pephr1-027	pephr1	5	27	Reading for Writing	Assessing Your Progress	75	75	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-027	逐页核对第75页；两部分语言学习回忆分别有八处词汇空白和五处关系从句空白，底部仅反思问题，无完整原文且不代填。
pephr1-028	pephr1	1	28	Reading for Writing	Using Words and Expressions	78	78	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-028	逐页核对第78页；仅有构词练习、多处缺词的青少年调查短文和词性辨析孤立句，无完整文章且不代填。
pephr1-029	pephr1	1	29	Reading for Writing	them in the correct order. What do you think of Chinese tea	80	80	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-029	逐行核对第80页；保留化学测验失利与相约复习的完整九轮对话，排除语序/替换练习及七处中译英空白的茶文化短文，并纠正为Using Structures。
pephr1-030	pephr1	1	30	Reading	Writing Dear Talking Teens,	82	82	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-split	Codex visual review	2026-07-22	4	content/pep-english/reviewed-corrections.json#pephr1-030	逐行核对第82页；四封求助信均有独立称呼、正文、落款，按一篇一课拆为Confused Mum、Old-school Dad、Loving Father、Mum in Yunnan四课，排除说明、照片和空白答复区。
pephr1-031	pephr1	1	31	Reading	TEENAGE LIFE	83	83	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-031	逐行核对第83页；恢复共同标题Teenage Life Around the World下Asha、Samika、Frieder三个完整人物分节及国家标签，并纠正为Expanding Your World。
pephr1-032	pephr1	2	32	Reading	Using Words and Expressions	84	84	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-032	逐页核对第84页；仅有复合词定义填空、八处缺词邮轮短文和多处首字母空白的厦门海报，无完整语篇且不代填。
pephr1-033	pephr1	2	33	Reading	Colosseum in Rome, Stonehenge in the UK, memorial stones at the bottom of Qomolangma,	87	87	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-033	逐行核对第87页；恢复Be a Good Tourist四段完整社论，排除正文内中文词义注释及页外主旨、扫描、事实观点和讨论题。
pephr1-034	pephr1	2	34	Reading	Dear Sir,	89	89	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-034	逐行核对第89页；恢复Tobias Smollett书信的称呼、三段正文与署名，排除中文地名注释和图片说明，并纠正栏目及描述性标题。
pephr1-035	pephr1	2	35	Reading	Using Words and Expressions	90	90	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-035	逐页核对第90页；仅有定义配对、六条体育纪录填空和八句短语填空，无连续文章或对话。
pephr1-036	pephr1	2	36	Reading	can using make or out . Then make 2 How do all great athletes feel about	91	91	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-split	Codex visual review	2026-07-22	2	content/pep-english/reviewed-corrections.json#pephr1-036	逐行核对第91页；左栏完整运动员心理说明文与右栏独立jumping jacks对话分属不同栏目，按一篇一课拆为两课，排除中文注释、问题、短语图和翻译题。
pephr1-037	pephr1	2	37	Reading	Then fill in the blanks below and write	92	92	text	e0bf18138b24d7def28b35994a13946b	normal	passed	removed-nonarticle	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-037	逐页核对第92页；家庭对话缺四个附加问句，健身房对话多处空白且明确需续写，其余为语法填空和问卷，无完整对话。
pephr1-038	pephr1	3	38	Reading	compete in the downhill and skating events. The metal sleds used in the 1890s, when	93	93	text	e0bf18138b24d7def28b35994a13946b	normal	passed	retained-corrected	Codex visual review	2026-07-22	5	content/pep-english/reviewed-corrections.json#pephr1-038	逐页核对第93页；保留共享标题下的导语、滑雪、滑冰和俯式冰橇四部分，恢复版面顺序，删除中文词义注释及配对、理解题。
