baselineId	sequenceNo	groupId	sourceBook	bookTitle	unitNo	unitTitle	section	articleType	title	printedPageStart	printedPageEnd	pdfPageStart	pdfPageEnd	ocrPageStart	ocrPageEnd	ocrPageCount	ocrMinConfidence	ocrMeanConfidence	ocrLowConfidenceWords	ocrRotationFlags	ocrLayoutFlags	risk	riskReasons	status	disposition	startedAt	reviewer	reviewedAt	correctionCount	evidence	textSha256	eventSha256	notes
rw3-u01-c	39	rw3	NHCE4-RW3	读写教程 3	1	The digital age: Are we ready?	C	stories-of-china	A smartphone is all you need	27	28	42	43	42	43	2	0.069648	0.978982	9	0	2	medium	words-below-0.90:9;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T16:48:28Z	Codex	2026-07-30T16:49:03Z	4	PDF42-43/印刷27-28；原图 NHCE4-RW3_42.jpg,NHCE4-RW3_43.jpg；最终稿 rw3-u01-c.json	ab8275167c51685266534ff2814923ad676330b2d2b89c6809d41d3376c55201	884fbdc95de0eae9ceec16b427611e0f8c1db7b89dc1ef74a71b23ca188e7b6a	逐页逐行视觉核对和全文复读完成；标题、8段正文、释义、边界与顺序均与教材一致。
rw3-u02-a	40	rw3	NHCE4-RW3	读写教程 3	2	Life stories	A	text-a	Zheng He, the great ancient Chinese explorer	32	34	47	49	47	49	3	0.522299	0.987733	14	0	3	high	words-below-0.90:14;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T16:50:43Z	Codex	2026-07-30T16:52:41Z	4	PDF47-49/印刷32-34；原图 NHCE4-RW3_47.jpg,NHCE4-RW3_48.jpg,NHCE4-RW3_49.jpg；最终稿 rw3-u02-a.json	b3dba199cf0ad83108767018d98dcfdbf2b3766f2eb8f4ad18dd2ae25372b606	715e51df66ce06f3bc2f8d910226bad825491a3cd7c8a90226815ac1578e2a4d	逐页逐行视觉核对和全文复读完成；标题、11段正文、边界、原文措辞与段落顺序均与教材一致。
rw3-u02-b	41	rw3	NHCE4-RW3	读写教程 3	2	Life stories	B	text-b	Audrey Hepburn – a true angel in this world	46	47	61	62	61	62	2	0.136942	0.988254	6	0	2	medium	words-below-0.90:6;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T16:53:22Z	Codex	2026-07-30T16:57:26Z	4	PDF61-62/印刷46-47；原图 NHCE4-RW3_61.jpg,NHCE4-RW3_62.jpg；最终稿 rw3-u02-b.json	75a8cf533ee0a087989228c07c4958c9e52ff6ad2341be72cf91a111628bdff1	1b6359ccbebf517e7f10b6c1bfaa1fd7d02e5cd867c00dd7459b4d5b042f3642	逐页逐行视觉核对并全文复读完成；标题、15段、跨栏顺序、引语及边界均与教材一致。
rw3-u02-c	42	rw3	NHCE4-RW3	读写教程 3	2	Life stories	C	stories-of-china	Mei Lanfang – a Peking Opera legend	54	55	69	70	69	70	2	0.069177	0.982230	10	0	2	high	words-below-0.90:10;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T16:57:43Z	Codex	2026-07-30T16:58:56Z	4	PDF69-70/印刷54-55；原图 NHCE4-RW3_69.jpg,NHCE4-RW3_70.jpg；最终稿 rw3-u02-c.json	cf213da2217e2109e5e776567d045a7b86949e7496168e6148a0efbf22fb2204	aebc697264c65a7b35cb927dd7d0135a86cf0ecccc267487036fab87bf13c1ce	逐页逐行视觉核对与全文复读完成；标题、6段、中文释义、边界和顺序均与教材一致。
rw3-u03-a	43	rw3	NHCE4-RW3	读写教程 3	3	Let’s go	A	text-a	The surprising purpose of travel	60	62	75	77	75	77	3	0.169658	0.989126	9	0	2	medium	words-below-0.90:9;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:00:00Z	Codex	2026-07-30T17:06:02Z	4	PDF75-77/印刷60-62；原图 NHCE4-RW3_75.jpg,NHCE4-RW3_76.jpg,NHCE4-RW3_77.jpg；最终稿 rw3-u03-a.json	1e30accd6cf5b290f8089a0d630bcc2643e48e211f6663fbf3e1fa685fd7ae9c	5f97bc0fb2ca62d6b17d5c7e8bb88f92371906a76f95966307fbbbf1e10186f2	逐页逐行视觉核对和全文复读完成；标题、9段、引语、跨页顺序与边界均与教材一致。
rw3-u03-b	44	rw3	NHCE4-RW3	读写教程 3	3	Let’s go	B	text-b	Traveling solo – a blessing overall!	74	75	89	90	89	90	2	0.089524	0.987584	10	0	2	high	words-below-0.90:10;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:07:08Z	Codex	2026-07-30T17:12:46Z	4	PDF89-90/印刷74-75；原图 NHCE4-RW3_89.jpg,NHCE4-RW3_90.jpg；最终稿 rw3-u03-b.json	4e0c0fda900fe1ee7bec98b2bc2b4bf7716b013f11f0c063eda0b21643c04f85	961c9549b5ef26d666738a7def22a2a3e9210556dba8c92ae8fef29ec5d25bf7	逐页逐行视觉核对和全文复读完成；标题、14段、长破折号、跨栏顺序与边界均与教材一致。
rw3-u03-c	45	rw3	NHCE4-RW3	读写教程 3	3	Let’s go	C	stories-of-china	Touring the world after 60	81	82	96	97	96	97	2	0.077751	0.984873	11	0	2	high	words-below-0.90:11;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:15:37Z	Codex	2026-07-30T17:16:39Z	4	Full second read: NHCE4-RW3.pdf pages 96-97; images NHCE4-RW3_96.jpg..97.jpg; reviewed-articles/rw3-u03-c.json	7268046d2ca6902b970f6fb293788e6ca7e923e196da0391fab6ff39129d880f	8c810aa608285828e5c2c062fc8e822eeea993a2d0ed1737424d79de57b2b98a	全文视觉复读完成；标题、6段正文、专名、引语、双栏顺序、开头结尾及Translation排除均确认。
rw3-u04-a	46	rw3	NHCE4-RW3	读写教程 3	4	When work is a pleasure	A	text-a	Will you be a worker or a laborer?	87	88	102	103	102	103	2	0.092560	0.988428	6	0	2	medium	words-below-0.90:6;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:17:57Z	Codex	2026-07-30T17:19:46Z	4	Full second read: NHCE4-RW3.pdf pages 102-103; images NHCE4-RW3_102.jpg..103.jpg; reviewed-articles/rw3-u04-a.json	d1a453cfe53881e2b1c6318bd4e4abd460d40b94e43190f6403dd9ab7a6b9070	76a82f0165147958b74c6caae48d01ce4638dc0bcfd52d0f6d8e05ed96f3ca49	全文视觉复读完成；标题、9段、双栏顺序、916 words正文终点及后续词表排除均确认。
rw3-u04-b	47	rw3	NHCE4-RW3	读写教程 3	4	When work is a pleasure	B	text-b	The joy of a prideful tradition	99	100	114	115	114	115	2	0.422232	0.985889	16	0	2	high	words-below-0.90:16;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:21:13Z	Codex	2026-07-30T17:23:25Z	4	Full second read: NHCE4-RW3.pdf pages 114-115; images NHCE4-RW3_114.jpg..115.jpg; reviewed-articles/rw3-u04-b.json	399bf1b1412c88e0af4eebd4cca625f603a5dfc83ceca43c97359e1d13e0c931	943088ab4113fea740bca522bb2a09375550442afbb987a5531cef790d3a893b	全文视觉复读完成；标题、19段、跨页续文、嵌套引语、895 words终点及词表排除均确认。
rw3-u04-c	48	rw3	NHCE4-RW3	读写教程 3	4	When work is a pleasure	C	stories-of-china	Glassware on fire	107	108	122	123	122	123	2	0.070694	0.988758	4	0	2	medium	words-below-0.90:4;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:24:32Z	Codex	2026-07-30T17:25:50Z	4	Full second read: NHCE4-RW3.pdf pages 122-123; images NHCE4-RW3_122.jpg..123.jpg; reviewed-articles/rw3-u04-c.json	f34e7eb5a35c9ca7b47ed9facf8fd7647e4330d6dee0d6b9242a6c21405af13b	69d93f1daab31ed462ff53e227f84f933da4397953faaff41ab96d32bcf85cf4	全文视觉复读完成；标题、5段、中文释义、专名、跨页次序、正文终点及Translation排除均确认。
rw3-u05-a	49	rw3	NHCE4-RW3	读写教程 3	5	China's space dream	A	text-a	No limit for China’s astronauts in their space exploration endeavors	112	114	127	129	127	129	3	0.597785	0.990029	7	0	3	medium	words-below-0.90:7;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:28:05Z	Codex	2026-07-30T17:30:46Z	4	Full second read: NHCE4-RW3.pdf pages 127-129; images NHCE4-RW3_127.jpg..129.jpg; reviewed-articles/rw3-u05-a.json	909e534a00f07b4b284ce45927a2237ac109c8b5ddbb7cada2ef025e24b6f4a7	9d865a28e7e7e28e5f717cbfd858b021a6aa6fae2e13cd98dca15680c8c7235a	全文视觉复读完成；标题、12段、专名、引语、931 words终点、前读活动与Culture notes排除均确认。
rw3-u05-b	50	rw3	NHCE4-RW3	读写教程 3	5	China's space dream	B	text-b	Chang’e-4 kicked off a new space odyssey	125	127	140	142	140	142	3	0.185178	0.989272	6	0	1	medium	words-below-0.90:6;possible-multicolumn-pages:1;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:34:44Z	Codex	2026-07-30T17:36:48Z	4	全文视觉复读教材原图 NHCE4-RW3_140.jpg、141.jpg、142.jpg；正文止于第12段及(876 words)前	81733514fe1191b784007b3641d7f530e79fa72b4a3968123220fede0513f1ed	54e7b8a44aab5b122dc41b1f779b7210d92e6eed727525895ab37c04ef11f472	12段从标题至space odyssey逐行核对完成；确认正文完整、顺序正确且无教学辅助内容。
rw3-u05-c	51	rw3	NHCE4-RW3	读写教程 3	5	China's space dream	C	stories-of-china	China aims for peaceful use of space exploration	133	134	148	149	148	149	2	0.206502	0.988935	6	0	2	medium	words-below-0.90:6;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:38:50Z	Codex	2026-07-30T17:39:59Z	4	全文视觉复读教材原图 NHCE4-RW3_148.jpg、149.jpg；按左栏后右栏核对至beyond	6debc66bd2501226b53bbf453653ff1d69b96502ec5e53b9d758ef00b94c9c18	bf4bb5d23afa6969ed9ace33232a599ef7358975c1932a0ee6ea01c6f77b7345	六段从Over the past few years至moon, Mars, and beyond逐行核对完成；确认正文完整、双栏顺序正确且无练习串入。
rw3-u06-a	52	rw3	NHCE4-RW3	读写教程 3	6	The economy: power behind everyday life	A	text-a	Surviving an economic crisis	138	140	153	155	153	155	3	0.221723	0.984359	23	0	3	high	words-below-0.90:23;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:43:09Z	Codex	2026-07-30T17:46:40Z	4	两遍全文视觉阅读教材原图 NHCE4-RW3_153.jpg、154.jpg、155.jpg；逐段核对编号1—17及(890 words)前正文终点	f4e29a613fe65f597e7aa1f3572ed54f88d269bdc8f23114cdbe32a94cb85a1a	79f137e1a89632f6e1210aa5c3aeaf714a29efc6828a8283a69441c2c40e03fe	确认第139页阅读顺序为左栏5—8后右栏9—12，第12段跨页完整；全文无预读题、插图文字、词表或练习。
rw3-u06-b	53	rw3	NHCE4-RW3	读写教程 3	6	The economy: power behind everyday life	B	text-b	Economic bubbles: causes and conditions	151	153	166	168	166	168	3	0.085313	0.987133	10	0	1	high	words-below-0.90:10;possible-multicolumn-pages:1;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:48:49Z	Codex	2026-07-30T17:53:25Z	4	Codex已从头至尾第二遍视觉通读教材原图166-168与最终8段文本；Q1-Q6及所有非正文内容均排除，末段与(893 words)终点一致。	df63da6c2d61c25c658079a69c307d3ad0398974df678a0dc7ff5ed2bda20ed2	e842e672a5ae70053f58a8fb423fb0fb2d21e013609f1a18dde35665811ad4ce	单篇全文视觉校对通过。
rw3-u06-c	54	rw3	NHCE4-RW3	读写教程 3	6	The economy: power behind everyday life	C	stories-of-china	The sharing economy turns a new page with books	159	160	174	175	174	175	2	0.076610	0.984224	10	0	2	high	words-below-0.90:10;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T17:55:13Z	Codex	2026-07-30T17:56:45Z	4	Codex已第二遍从头到尾视觉通读原图174-175与最终9段文本；双栏顺序、引文、风尚/噱头释义和Translation边界均确认。	f37aa99332b776281d66eeba0f39f05b4f9086e6dc8d1b038ec084ae1d986fce	f53705a0d61b4c4249664e8e49dc89d8ffdf9afc756e562afa521887b8da33bd	单篇全文视觉校对通过；RW3最后一篇。
rw4-u01-a	55	rw4	NHCE4-RW4	读写教程 4	1	Urban development	A	text-a	From urbanization to smart cities	5	7	20	22	20	22	3	0.175102	0.987340	13	0	1	high	words-below-0.90:13;possible-multicolumn-pages:1;cross-page-span:3	passed	retained-reviewed	2026-07-30T17:57:25Z	Codex	2026-07-30T18:02:20Z	4	Codex已第二遍从头到尾视觉通读教材原图20-22与最终稿；12段完整，正文边界5-7，图片标题、词汇着色、页眉页脚和后续练习均排除。	433c227f18025d7951093f74bb72402e4e3882aa4d0c36a4e465c2f3917d5ae8	1bbfb4803f4a842672b52e48a3c4a2d87e5a84d380f3393eb60ba9691031a4b9	单篇全文视觉校对通过。
rw4-u01-b	56	rw4	NHCE4-RW4	读写教程 4	1	Urban development	B	text-b	Embrace the trend of deurbanization	18	20	33	35	33	35	3	0.333753	0.989651	7	0	2	medium	words-below-0.90:7;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:02:45Z	Codex	2026-07-30T18:15:10Z	4	Codex已第二遍从头到尾视觉通读教材原图33-35与最终稿；12段完整，Skimming问题、标题艺术、图片、页眉页脚和后续练习均排除。	2e9f1b8765539f868c102cb77fdcdfa5ce6a267b71789e6ad572d7913a39e390	844d2b54d28877daa2567cdb5dea0b3e41e60120d1bed7014fb53f9cf0466ced	单篇全文视觉校对通过。
rw4-u01-c	57	rw4	NHCE4-RW4	读写教程 4	1	Urban development	C	stories-of-china	Limited space, unlimited growth	27	28	42	43	42	43	2	0.072896	0.984271	11	0	2	high	words-below-0.90:11;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T18:15:37Z	Codex	2026-07-30T18:19:47Z	4	Original PDF/images 42-43; reviewed-articles/rw4-u01-c.json; full visual reread completed	6251d2343715c33467734fe8c6d58c1fe0b90348771742a2340168a5cbd0aff9	a21f578376c9d8f6fe679c359f427b8cddd17c42a7558f6a7e75e57bdec7d8d7	Passed after complete visual reading; Translation and all instructional content excluded.
rw4-u02-a	58	rw4	NHCE4-RW4	读写教程 4	2	Secrets to beauty	A	text-a	Making the choice to be truly beautiful	33	35	48	50	48	50	3	0.203792	0.988238	5	0	3	medium	words-below-0.90:5;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:20:35Z	Codex	2026-07-30T18:25:54Z	4	Original PDF/images 48-50; reviewed-articles/rw4-u02-a.json; full visual reread completed	2dd698bc898e190d781b2335df6880b039eb8fac31680fb838c375a75b7f8ea8	631ec3f410a62d5b302dc5dbf88823d23ef77bd6d41dfba0169842e04f6e7ae0	Passed after full visual reading and boundary correction; no instructional material retained.
rw4-u02-b	59	rw4	NHCE4-RW4	读写教程 4	2	Secrets to beauty	B	text-b	The exploration of beauty	48	50	63	65	63	65	3	0.895503	0.991684	1	0	3	medium	words-below-0.90:1;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:26:16Z	Codex	2026-07-30T18:30:30Z	4	Original PDF/images 63-65; reviewed-articles/rw4-u02-b.json; full visual reread completed	6529eeb4a4b916e8d2b475cbf2389c4a5206c5077eeb00e99e9ef769b8088b39	e77858c14a7358e3f6f6e2b0087155849e9e11bd55d0aa364f92302ffee0aa91	Passed after full visual reading and boundary correction.
rw4-u02-c	60	rw4	NHCE4-RW4	读写教程 4	2	Secrets to beauty	C	stories-of-china	A beautiful heart that has made a difference	57	58	72	73	72	73	2	0.084315	0.990531	1	0	2	medium	words-below-0.90:1;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T18:30:57Z	Codex	2026-07-30T18:33:43Z	4	Original PDF/images 72-73, reviewed JSON, second full visual pass, title/body/end-boundary check	d7f93cc8a864a2fc910b966758f0b77fb2482ca3db29126ffc92e9361aec127f	5d9875b68ff0c11b41e05cc0ab04dd35d903c5a05ea7fa459bbe33dd7a6b4a76	Passed after full visual reading; Translation and other teaching material excluded.
rw4-u03-a	61	rw4	NHCE4-RW4	读写教程 4	3	Business success in the new age	A	text-a	China’s new wave of young innovators	63	65	78	80	78	80	3	0.188734	0.989208	8	0	3	medium	words-below-0.90:8;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:34:43Z	Codex	2026-07-30T18:38:20Z	4	Original PDF/images 78-80, reviewed JSON, second full visual pass, title/body/end-boundary check	6effddef043158760ec76115121a12c1f524277472034292d71b3355c8eedb75	733fb7a7f370b77815b278f7b7c879fc5e59cbd5574f1e3f8166ff6ae4cf5761	Passed after full visual reading; Culture notes, vocabulary pages and exercises excluded.
rw4-u03-b	62	rw4	NHCE4-RW4	读写教程 4	3	Business success in the new age	B	text-b	Culture makes the business world go round	78	80	93	95	93	95	3	0.088545	0.989527	5	0	2	medium	words-below-0.90:5;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:38:40Z	Codex	2026-07-30T18:42:02Z	4	Original PDF/images 93-95, reviewed JSON, second full visual pass, title/body/end-boundary check	2ea7732b0bac2b1adec5ec3d8672036088983d91240dff7cc14c8795fc19dee8	fbec939f6ca932ff59f5ef594a0ae7a5e91c58c251df9cd7d9561a4e48860e60	Passed after full visual reading; Culture notes, vocabulary pages and exercises excluded.
rw4-u03-c	63	rw4	NHCE4-RW4	读写教程 4	3	Business success in the new age	C	stories-of-china	The rise of modern entrepreneurship in China	87	88	102	103	102	103	2	0.077827	0.990353	3	0	2	medium	words-below-0.90:3;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T18:42:25Z	Codex	2026-07-30T18:45:28Z	0	NHCE4-RW4 original images 102-103; two full visual passes; reviewed-articles/rw4-u03-c.json	0360ff9b47c291c7482519e131bae64283f7017d0b7342eedc0c1d8ec06d4df6	19d9468df34ae44245b27f9d5d64152730dd1704eadfbdb2e9e91cf4b9753f60	Single-article manual acceptance complete. Five paragraphs exactly follow the printed article; Translation and all auxiliary matter excluded.
rw4-u04-a	64	rw4	NHCE4-RW4	读写教程 4	4	Man and nature	A	text-a	Save the earth, save life	93	95	108	110	108	110	3	0.325418	0.987718	14	0	1	high	words-below-0.90:14;possible-multicolumn-pages:1;cross-page-span:3	passed	retained-reviewed	2026-07-30T18:46:46Z	Codex	2026-07-30T18:49:56Z	0	NHCE4-RW4 original images 108-110; two full visual passes; reviewed-articles/rw4-u04-a.json	bdb312ca1bd7f19fac53aef17f1c474c17d08a6ab6b636a54310191f90a197e3	d68fbd0a5f6032c6faa7164a122b20bb31f7bc34257530ff9745183cbede6627	Single-article manual acceptance complete. Twelve paragraphs match the printed Text A; Culture notes, vocabulary, and exercises excluded.
rw4-u04-b	65	rw4	NHCE4-RW4	读写教程 4	4	Man and nature	B	text-b	What nature is telling you	107	108	122	123	122	123	2	0.361249	0.988858	7	0	2	medium	words-below-0.90:7;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T18:50:57Z	Codex	2026-07-30T18:54:22Z	0	NHCE4-RW4 original images 122-123; two full visual passes; reviewed-articles/rw4-u04-b.json	533c48f99b0589200446b4aba2facbe6bdb81aa8c144135769adda8dff60f616	5d97c8b9870d2815c77d05b94892551dafe2005a13564b5ae4575f70dcdb980d	Single-article manual acceptance complete. Eleven paragraphs match the printed Text B; vocabulary and exercises excluded.
rw4-u04-c	66	rw4	NHCE4-RW4	读写教程 4	4	Man and nature	C	stories-of-china	A green finish line	115	116	130	131	130	131	2	0.070009	0.987880	5	0	2	medium	words-below-0.90:5;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T18:55:32Z	Codex	2026-07-30T18:58:47Z	0	NHCE4-RW4 original images 130-131; two full visual passes; reviewed-articles/rw4-u04-c.json	c203942e3512326be9ab169d749c54e9de01953b943b3e41aea474cf7471e25e	372416fc2fc1a1aa6f84644579d86d506c3746b756a662ed13a23a41985597e5	Single-article manual acceptance complete. Eight paragraphs match the printed Stories of China article; Exercises and Translation excluded.
rw4-u05-a	67	rw4	NHCE4-RW4	读写教程 4	5	Passion guides life choices	A	text-a	A meaningful life	120	122	135	137	135	137	3	0.379622	0.989587	8	0	3	medium	words-below-0.90:8;possible-multicolumn-pages:3;cross-page-span:3	passed	retained-reviewed	2026-07-30T19:01:57Z	Codex	2026-07-30T19:03:15Z	0	NHCE4-RW4 original images 135-137; two full visual passes; reviewed-articles/rw4-u05-a.json	4449c05bf03cd8368253c67f8f348e1d866ea39f636c6aba8612b7d01d1256dc	731c752a6eb7da09d3b4e147ec5b86d809bb03198ca2e1a46c2d8b9de619e626	Single-article manual acceptance complete. Thirteen paragraphs match the printed Text A; Pre-reading activities and New words excluded.
rw4-u05-b	68	rw4	NHCE4-RW4	读写教程 4	5	Passion guides life choices	B	text-b	A turning point in my life	133	135	148	150	148	150	3	0.084317	0.989722	7	0	2	medium	words-below-0.90:7;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T19:05:18Z	Codex	2026-07-30T19:06:58Z	0	NHCE4-RW4 original images 148-150; two full visual passes; reviewed-articles/rw4-u05-b.json	5b533e5b51c497886da668412ee1c8e0dd10a825f0e1b0c122172ad10fb005db	59e695f81dd9f7e1e1f35b9c0cc46119a9f866dc5fad38c9e39338f2abfb7201	Single-article manual acceptance complete. Fourteen paragraphs match the printed Text B; Culture notes, vocabulary, and exercises excluded.
rw4-u05-c	69	rw4	NHCE4-RW4	读写教程 4	5	Passion guides life choices	C	stories-of-china	Passion and dedication have propelled China’s space science to new heights	143	144	158	159	158	159	2	0.068448	0.985782	7	0	2	medium	words-below-0.90:7;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T19:07:12Z	Codex	2026-07-30T19:08:45Z	0	NHCE4-RW4 original images 158-159; two full visual passes; reviewed-articles/rw4-u05-c.json	d05098ef90a7b583bddea8b349899ae6b217d786a22903f0014ced4bb69e5d99	78dccc8a6e1ef6b3359460bd3ed7478d94f880ffaad289a696eaf66d5b210cd4	Single-article manual acceptance complete. Nine paragraphs match the printed Stories of China article; Exercises and Translation excluded.
rw4-u06-a	70	rw4	NHCE4-RW4	读写教程 4	6	Energy and food crises	A	text-a	The coming energy crisis	149	151	164	166	164	166	3	0.639338	0.990604	3	0	2	medium	words-below-0.90:3;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T19:09:24Z	Codex	2026-07-30T19:11:21Z	0	NHCE4-RW4 original images 164-166; two full visual passes; reviewed-articles/rw4-u06-a.json	8ad17d7cc5c0f0d9338e709d4429d51ae13d37fcd4b9a017c9460ae7a2f81877	5bc22976ff81864fc115bd84f3ae713b971c043d45021b4bf1cde6e197c0c04c	Single-article manual acceptance complete. Nine paragraphs match the printed Text A; Culture notes, vocabulary, and exercises excluded.
rw4-u06-b	71	rw4	NHCE4-RW4	读写教程 4	6	Energy and food crises	B	text-b	A worldwide food crisis?	164	166	179	181	179	181	3	0.242687	0.989026	6	0	2	medium	words-below-0.90:6;possible-multicolumn-pages:2;cross-page-span:3	passed	retained-reviewed	2026-07-30T19:12:16Z	Codex	2026-07-30T19:14:27Z	0	NHCE4-RW4 original images 179-181; two full visual passes; reviewed-articles/rw4-u06-b.json	a4b0822c4959360e3d31bfc36affd125722598fb8d7b782f242f69cefae65345	45dc0eec95d20e1a505a1ee69427412af7f8bf3ec27e51c19d79e061c85b2070	Single-article manual acceptance complete. Twelve paragraphs match the printed Text B; vocabulary and exercises excluded.
rw4-u06-c	72	rw4	NHCE4-RW4	读写教程 4	6	Energy and food crises	C	stories-of-china	An important milestone in China’s solar energy development	173	174	188	189	188	189	2	0.068516	0.986338	5	0	2	medium	words-below-0.90:5;possible-multicolumn-pages:2;cross-page-span:2	passed	retained-reviewed	2026-07-30T19:14:48Z	Codex	2026-07-30T19:17:23Z	0	content/College-English/NHCE4-RW4/NHCE4-RW4_188.jpg; content/College-English/NHCE4-RW4/NHCE4-RW4_189.jpg	7d2b2524d3bbed520cf4fcc7bbc63a96590355000853115de844c2456e544d7f	4456719a36916f9542fdf8400c5d8f49a540a92e4666b610511b8a5835204ca3	已逐行视觉阅读原图并从头到尾复读定稿；文章范围和全文均验收通过。
